file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,1806,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x110d6af30>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 13)",760
"GP010016_fast.mp4_uca_nw01(52, 85)","(74, 16)",761
"GP010016_fast.mp4_uca_nw01(52, 85)","(75, 15)",762
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",763
"GP010016_fast.mp4_uca_nw01(52, 85)","(78, 13)",764
"GP010016_fast.mp4_uca_nw01(52, 85)","(77, 13)",765
"GP010016_fast.mp4_uca_nw01(52, 85)","(79, 13)",766
"GP010016_fast.mp4_uca_nw01(52, 85)","(79, 13)",767
"GP010016_fast.mp4_uca_nw01(52, 85)","(82, 13)",768
"GP010016_fast.mp4_uca_nw01(52, 85)","(86, 15)",769
"GP010016_fast.mp4_uca_nw01(52, 85)","(85, 13)",770
"GP010016_fast.mp4_uca_nw01(52, 85)","(87, 13)",771
"GP010016_fast.mp4_uca_nw01(52, 85)","(88, 13)",772
"GP010016_fast.mp4_uca_nw01(52, 85)","(92, 13)",773
"GP010016_fast.mp4_uca_nw01(52, 85)","(92, 13)",774
"GP010016_fast.mp4_uca_nw01(52, 85)","(92, 13)",775
"GP010016_fast.mp4_uca_nw01(52, 85)","(93, 13)",776
"GP010016_fast.mp4_uca_nw01(52, 85)","(93, 13)",777
"GP010016_fast.mp4_uca_nw01(52, 85)","(92, 13)",778
"GP010016_fast.mp4_uca_nw01(52, 85)","(92, 13)",779
"GP010016_fast.mp4_uca_nw01(52, 85)","(93, 13)",780
"GP010016_fast.mp4_uca_nw01(52, 85)","(94, 13)",781
"GP010016_fast.mp4_uca_nw01(52, 85)","(92, 13)",782
"GP010016_fast.mp4_uca_nw01(52, 85)","(92, 13)",783
"GP010016_fast.mp4_uca_nw01(52, 85)","(91, 13)",784
"GP010016_fast.mp4_uca_nw01(52, 85)","(92, 13)",785
"GP010016_fast.mp4_uca_nw01(52, 85)","(92, 13)",786
"GP010016_fast.mp4_uca_nw01(52, 85)","(92, 13)",787
"GP010016_fast.mp4_uca_nw01(52, 85)","(92, 13)",788
"GP010016_fast.mp4_uca_nw01(52, 85)","(92, 13)",789
"GP010016_fast.mp4_uca_nw01(52, 85)","(92, 13)",790
"GP010016_fast.mp4_uca_nw01(52, 85)","(91, 13)",791
"GP010016_fast.mp4_uca_nw01(52, 85)","(91, 13)",792
"GP010016_fast.mp4_uca_nw01(52, 85)","(92, 13)",793
"GP010016_fast.mp4_uca_nw01(52, 85)","(91, 13)",794
"GP010016_fast.mp4_uca_nw01(52, 85)","(109, 13)",795
"GP010016_fast.mp4_uca_nw01(52, 85)","(101, 13)",796
"GP010016_fast.mp4_uca_nw01(52, 85)","(101, 13)",797
"GP010016_fast.mp4_uca_nw01(52, 85)","(95, 29)",798
"GP010016_fast.mp4_uca_nw01(52, 85)","(95, 28)",799
"GP010016_fast.mp4_uca_nw01(52, 85)","(95, 28)",800
"GP010016_fast.mp4_uca_nw01(52, 85)","(95, 28)",801
"GP010016_fast.mp4_uca_nw01(52, 85)","(94, 28)",802
"GP010016_fast.mp4_uca_nw01(52, 85)","(93, 28)",803
