file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,1820,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x11542cf30>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_uca_cc01(291, 205)","(252, 214)",754
"GP010016_fast.mp4_uca_cc01(291, 205)","(253, 213)",755
"GP010016_fast.mp4_uca_cc01(291, 205)","(253, 213)",756
"GP010016_fast.mp4_uca_cc01(291, 205)","(253, 213)",757
"GP010016_fast.mp4_uca_cc01(291, 205)","(253, 212)",758
"GP010016_fast.mp4_uca_cc01(291, 205)","(252, 212)",759
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 213)",760
"GP010016_fast.mp4_uca_cc01(291, 205)","(252, 213)",761
"GP010016_fast.mp4_uca_cc01(291, 205)","(251, 209)",762
"GP010016_fast.mp4_uca_cc01(291, 205)","(253, 211)",763
"GP010016_fast.mp4_uca_cc01(291, 205)","(254, 209)",764
"GP010016_fast.mp4_uca_cc01(291, 205)","(254, 209)",765
"GP010016_fast.mp4_uca_cc01(291, 205)","(255, 209)",766
"GP010016_fast.mp4_uca_cc01(291, 205)","(256, 207)",767
"GP010016_fast.mp4_uca_cc01(291, 205)","(256, 207)",768
"GP010016_fast.mp4_uca_cc01(291, 205)","(256, 206)",769
"GP010016_fast.mp4_uca_cc01(291, 205)","(257, 205)",770
"GP010016_fast.mp4_uca_cc01(291, 205)","(257, 204)",771
"GP010016_fast.mp4_uca_cc01(291, 205)","(258, 203)",772
"GP010016_fast.mp4_uca_cc01(291, 205)","(258, 202)",773
"GP010016_fast.mp4_uca_cc01(291, 205)","(258, 200)",774
"GP010016_fast.mp4_uca_cc01(291, 205)","(259, 199)",775
"GP010016_fast.mp4_uca_cc01(291, 205)","(261, 197)",776
"GP010016_fast.mp4_uca_cc01(291, 205)","(265, 199)",777
"GP010016_fast.mp4_uca_cc01(291, 205)","(267, 197)",778
"GP010016_fast.mp4_uca_cc01(291, 205)","(269, 195)",779
"GP010016_fast.mp4_uca_cc01(291, 205)","(269, 195)",780
"GP010016_fast.mp4_uca_cc01(291, 205)","(271, 196)",781
"GP010016_fast.mp4_uca_cc01(291, 205)","(272, 196)",782
"GP010016_fast.mp4_uca_cc01(291, 205)","(274, 193)",783
"GP010016_fast.mp4_uca_cc01(291, 205)","(276, 195)",784
"GP010016_fast.mp4_uca_cc01(291, 205)","(281, 197)",785
"GP010016_fast.mp4_uca_cc01(291, 205)","(282, 198)",786
"GP010016_fast.mp4_uca_cc01(291, 205)","(282, 195)",787
"GP010016_fast.mp4_uca_cc01(291, 205)","(286, 203)",788
"GP010016_fast.mp4_uca_cc01(291, 205)","(290, 198)",789
"GP010016_fast.mp4_uca_cc01(291, 205)","(289, 197)",790
"GP010016_fast.mp4_uca_cc01(291, 205)","(291, 200)",791
"GP010016_fast.mp4_uca_cc01(291, 205)","(290, 202)",792
"GP010016_fast.mp4_uca_cc01(291, 205)","(290, 200)",793
"GP010016_fast.mp4_uca_cc01(291, 205)","(296, 207)",794
"GP010016_fast.mp4_uca_cc01(291, 205)","(299, 203)",795
"GP010016_fast.mp4_uca_cc01(291, 205)","(296, 209)",796
"GP010016_fast.mp4_uca_cc01(291, 205)","(303, 212)",797
"GP010016_fast.mp4_uca_cc01(291, 205)","(301, 213)",798
"GP010016_fast.mp4_uca_cc01(291, 205)","(305, 210)",799
"GP010016_fast.mp4_uca_cc01(291, 205)","(310, 213)",800
"GP010016_fast.mp4_uca_cc01(291, 205)","(310, 214)",801
"GP010016_fast.mp4_uca_cc01(291, 205)","(311, 213)",802
"GP010016_fast.mp4_uca_cc01(291, 205)","(311, 213)",803
"GP010016_fast.mp4_uca_cc01(291, 205)","(310, 213)",804
"GP010016_fast.mp4_uca_cc01(291, 205)","(310, 213)",805
"GP010016_fast.mp4_uca_cc01(291, 205)","(308, 211)",806
"GP010016_fast.mp4_uca_cc01(291, 205)","(311, 213)",807
"GP010016_fast.mp4_uca_cc01(291, 205)","(312, 213)",808
"GP010016_fast.mp4_uca_cc01(291, 205)","(313, 212)",809
"GP010016_fast.mp4_uca_cc01(291, 205)","(314, 214)",810
"GP010016_fast.mp4_uca_cc01(291, 205)","(316, 216)",811
"GP010016_fast.mp4_uca_cc01(291, 205)","(316, 216)",812
"GP010016_fast.mp4_uca_cc01(291, 205)","(316, 216)",813
"GP010016_fast.mp4_uca_cc01(291, 205)","(321, 221)",814
"GP010016_fast.mp4_uca_cc01(291, 205)","(324, 223)",815
"GP010016_fast.mp4_uca_cc01(291, 205)","(324, 223)",816
"GP010016_fast.mp4_uca_cc01(291, 205)","(326, 224)",817
"GP010016_fast.mp4_uca_cc01(291, 205)","(325, 226)",818
"GP010016_fast.mp4_uca_cc01(291, 205)","(325, 225)",819
"GP010016_fast.mp4_uca_cc01(291, 205)","(325, 226)",820
"GP010016_fast.mp4_uca_cc01(291, 205)","(326, 229)",821
"GP010016_fast.mp4_uca_cc01(291, 205)","(324, 226)",822
"GP010016_fast.mp4_uca_cc01(291, 205)","(325, 226)",823
"GP010016_fast.mp4_uca_cc01(291, 205)","(324, 226)",824
"GP010016_fast.mp4_uca_cc01(291, 205)","(323, 228)",825
"GP010016_fast.mp4_uca_cc01(291, 205)","(325, 231)",826
"GP010016_fast.mp4_uca_cc01(291, 205)","(327, 230)",827
"GP010016_fast.mp4_uca_cc01(291, 205)","(327, 230)",828
"GP010016_fast.mp4_uca_cc01(291, 205)","(326, 233)",829
"GP010016_fast.mp4_uca_cc01(291, 205)","(330, 230)",830
"GP010016_fast.mp4_uca_cc01(291, 205)","(330, 228)",831
"GP010016_fast.mp4_uca_cc01(291, 205)","(330, 233)",832
"GP010016_fast.mp4_uca_cc01(291, 205)","(333, 232)",833
"GP010016_fast.mp4_uca_cc01(291, 205)","(327, 236)",834
"GP010016_fast.mp4_uca_cc01(291, 205)","(333, 238)",835
"GP010016_fast.mp4_uca_cc01(291, 205)","(334, 235)",836
"GP010016_fast.mp4_uca_cc01(291, 205)","(337, 238)",837
"GP010016_fast.mp4_uca_cc01(291, 205)","(339, 237)",838
"GP010016_fast.mp4_uca_cc01(291, 205)","(338, 237)",839
"GP010016_fast.mp4_uca_cc01(291, 205)","(337, 236)",840
"GP010016_fast.mp4_uca_cc01(291, 205)","(334, 235)",841
"GP010016_fast.mp4_uca_cc01(291, 205)","(335, 237)",842
"GP010016_fast.mp4_uca_cc01(291, 205)","(335, 241)",843
"GP010016_fast.mp4_uca_cc01(291, 205)","(334, 233)",844
"GP010016_fast.mp4_uca_cc01(291, 205)","(337, 236)",845
"GP010016_fast.mp4_uca_cc01(291, 205)","(337, 236)",846
"GP010016_fast.mp4_uca_cc01(291, 205)","(338, 237)",847
"GP010016_fast.mp4_uca_cc01(291, 205)","(336, 237)",848
"GP010016_fast.mp4_uca_cc01(291, 205)","(339, 236)",849
"GP010016_fast.mp4_uca_cc01(291, 205)","(339, 237)",850
"GP010016_fast.mp4_uca_cc01(291, 205)","(333, 237)",851
"GP010016_fast.mp4_uca_cc01(291, 205)","(334, 236)",852
"GP010016_fast.mp4_uca_cc01(291, 205)","(338, 241)",853
"GP010016_fast.mp4_uca_cc01(291, 205)","(338, 237)",854
"GP010016_fast.mp4_uca_cc01(291, 205)","(339, 239)",855
"GP010016_fast.mp4_uca_cc01(291, 205)","(341, 239)",856
"GP010016_fast.mp4_uca_cc01(291, 205)","(341, 242)",857
"GP010016_fast.mp4_uca_cc01(291, 205)","(342, 244)",858
"GP010016_fast.mp4_uca_cc01(291, 205)","(342, 246)",859
"GP010016_fast.mp4_uca_cc01(291, 205)","(343, 247)",860
"GP010016_fast.mp4_uca_cc01(291, 205)","(344, 249)",861
"GP010016_fast.mp4_uca_cc01(291, 205)","(342, 250)",862
"GP010016_fast.mp4_uca_cc01(291, 205)","(342, 248)",863
"GP010016_fast.mp4_uca_cc01(291, 205)","(345, 252)",864
"GP010016_fast.mp4_uca_cc01(291, 205)","(343, 251)",865
"GP010016_fast.mp4_uca_cc01(291, 205)","(343, 251)",866
"GP010016_fast.mp4_uca_cc01(291, 205)","(343, 250)",867
"GP010016_fast.mp4_uca_cc01(291, 205)","(345, 251)",868
"GP010016_fast.mp4_uca_cc01(291, 205)","(342, 250)",869
"GP010016_fast.mp4_uca_cc01(291, 205)","(343, 253)",870
"GP010016_fast.mp4_uca_cc01(291, 205)","(344, 255)",871
"GP010016_fast.mp4_uca_cc01(291, 205)","(340, 256)",872
"GP010016_fast.mp4_uca_cc01(291, 205)","(340, 261)",873
"GP010016_fast.mp4_uca_cc01(291, 205)","(339, 262)",874
"GP010016_fast.mp4_uca_cc01(291, 205)","(341, 262)",875
"GP010016_fast.mp4_uca_cc01(291, 205)","(337, 262)",876
"GP010016_fast.mp4_uca_cc01(291, 205)","(342, 264)",877
"GP010016_fast.mp4_uca_cc01(291, 205)","(339, 262)",878
"GP010016_fast.mp4_uca_cc01(291, 205)","(337, 262)",879
"GP010016_fast.mp4_uca_cc01(291, 205)","(339, 262)",880
"GP010016_fast.mp4_uca_cc01(291, 205)","(341, 261)",881
"GP010016_fast.mp4_uca_cc01(291, 205)","(341, 261)",882
"GP010016_fast.mp4_uca_cc01(291, 205)","(341, 261)",883
"GP010016_fast.mp4_uca_cc01(291, 205)","(342, 261)",884
"GP010016_fast.mp4_uca_cc01(291, 205)","(342, 263)",885
"GP010016_fast.mp4_uca_cc01(291, 205)","(341, 262)",886
"GP010016_fast.mp4_uca_cc01(291, 205)","(344, 261)",887
"GP010016_fast.mp4_uca_cc01(291, 205)","(345, 263)",888
"GP010016_fast.mp4_uca_cc01(291, 205)","(350, 265)",889
"GP010016_fast.mp4_uca_cc01(291, 205)","(353, 264)",890
"GP010016_fast.mp4_uca_cc01(291, 205)","(352, 264)",891
"GP010016_fast.mp4_uca_cc01(291, 205)","(346, 264)",892
"GP010016_fast.mp4_uca_cc01(291, 205)","(345, 263)",893
"GP010016_fast.mp4_uca_cc01(291, 205)","(346, 264)",894
"GP010016_fast.mp4_uca_cc01(291, 205)","(345, 263)",895
"GP010016_fast.mp4_uca_cc01(291, 205)","(345, 263)",896
"GP010016_fast.mp4_uca_cc01(291, 205)","(345, 263)",897
"GP010016_fast.mp4_uca_cc01(291, 205)","(345, 265)",898
"GP010016_fast.mp4_uca_cc01(291, 205)","(345, 271)",899
"GP010016_fast.mp4_uca_cc01(291, 205)","(346, 263)",900
"GP010016_fast.mp4_uca_cc01(291, 205)","(341, 265)",901
"GP010016_fast.mp4_uca_cc01(291, 205)","(341, 264)",902
"GP010016_fast.mp4_uca_cc01(291, 205)","(340, 262)",903
"GP010016_fast.mp4_uca_cc01(291, 205)","(345, 264)",904
"GP010016_fast.mp4_uca_cc01(291, 205)","(340, 265)",905
"GP010016_fast.mp4_uca_cc01(291, 205)","(340, 275)",906
"GP010016_fast.mp4_uca_cc01(291, 205)","(337, 266)",907
"GP010016_fast.mp4_uca_cc01(291, 205)","(336, 269)",908
"GP010016_fast.mp4_uca_cc01(291, 205)","(337, 269)",909
"GP010016_fast.mp4_uca_cc01(291, 205)","(337, 271)",910
"GP010016_fast.mp4_uca_cc01(291, 205)","(336, 269)",911
"GP010016_fast.mp4_uca_cc01(291, 205)","(337, 268)",912
"GP010016_fast.mp4_uca_cc01(291, 205)","(336, 268)",913
"GP010016_fast.mp4_uca_cc01(291, 205)","(338, 272)",914
"GP010016_fast.mp4_uca_cc01(291, 205)","(338, 271)",915
"GP010016_fast.mp4_uca_cc01(291, 205)","(343, 274)",916
"GP010016_fast.mp4_uca_cc01(291, 205)","(354, 286)",917
"GP010016_fast.mp4_uca_cc01(291, 205)","(352, 282)",918
"GP010016_fast.mp4_uca_cc01(291, 205)","(355, 291)",919
"GP010016_fast.mp4_uca_cc01(291, 205)","(358, 294)",920
"GP010016_fast.mp4_uca_cc01(291, 205)","(361, 294)",921
"GP010016_fast.mp4_uca_cc01(291, 205)","(357, 296)",922
"GP010016_fast.mp4_uca_cc01(291, 205)","(363, 308)",923
"GP010016_fast.mp4_uca_cc01(291, 205)","(363, 304)",924
"GP010016_fast.mp4_uca_cc01(291, 205)","(366, 306)",925
"GP010016_fast.mp4_uca_cc01(291, 205)","(365, 307)",926
"GP010016_fast.mp4_uca_cc01(291, 205)","(365, 313)",927
"GP010016_fast.mp4_uca_cc01(291, 205)","(367, 312)",928
"GP010016_fast.mp4_uca_cc01(291, 205)","(371, 321)",929
"GP010016_fast.mp4_uca_cc01(291, 205)","(364, 318)",930
"GP010016_fast.mp4_uca_cc01(291, 205)","(368, 319)",931
"GP010016_fast.mp4_uca_cc01(291, 205)","(372, 322)",932
"GP010016_fast.mp4_uca_cc01(291, 205)","(374, 326)",933
"GP010016_fast.mp4_uca_cc01(291, 205)","(369, 327)",934
"GP010016_fast.mp4_uca_cc01(291, 205)","(371, 328)",935
"GP010016_fast.mp4_uca_cc01(291, 205)","(370, 324)",936
"GP010016_fast.mp4_uca_cc01(291, 205)","(376, 330)",937
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 336)",938
"GP010016_fast.mp4_uca_cc01(291, 205)","(375, 329)",939
"GP010016_fast.mp4_uca_cc01(291, 205)","(374, 335)",940
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 329)",941
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 330)",942
"GP010016_fast.mp4_uca_cc01(291, 205)","(375, 332)",943
"GP010016_fast.mp4_uca_cc01(291, 205)","(382, 330)",944
"GP010016_fast.mp4_uca_cc01(291, 205)","(373, 332)",945
"GP010016_fast.mp4_uca_cc01(291, 205)","(367, 332)",946
"GP010016_fast.mp4_uca_cc01(291, 205)","(367, 326)",947
"GP010016_fast.mp4_uca_cc01(291, 205)","(366, 328)",948
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 332)",949
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 329)",950
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 330)",951
"GP010016_fast.mp4_uca_cc01(291, 205)","(385, 330)",952
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 329)",953
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 332)",954
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 331)",955
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 330)",956
"GP010016_fast.mp4_uca_cc01(291, 205)","(376, 332)",957
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 333)",958
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 332)",959
"GP010016_fast.mp4_uca_cc01(291, 205)","(382, 334)",960
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 334)",961
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 333)",962
"GP010016_fast.mp4_uca_cc01(291, 205)","(374, 336)",963
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 338)",964
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 344)",965
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 343)",966
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 344)",967
"GP010016_fast.mp4_uca_cc01(291, 205)","(383, 348)",968
"GP010016_fast.mp4_uca_cc01(291, 205)","(386, 347)",969
"GP010016_fast.mp4_uca_cc01(291, 205)","(385, 347)",970
"GP010016_fast.mp4_uca_cc01(291, 205)","(385, 352)",971
"GP010016_fast.mp4_uca_cc01(291, 205)","(383, 354)",972
"GP010016_fast.mp4_uca_cc01(291, 205)","(385, 354)",973
"GP010016_fast.mp4_uca_cc01(291, 205)","(383, 356)",974
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 355)",975
"GP010016_fast.mp4_uca_cc01(291, 205)","(383, 360)",976
"GP010016_fast.mp4_uca_cc01(291, 205)","(381, 365)",977
"GP010016_fast.mp4_uca_cc01(291, 205)","(383, 364)",978
"GP010016_fast.mp4_uca_cc01(291, 205)","(387, 360)",979
"GP010016_fast.mp4_uca_cc01(291, 205)","(383, 365)",980
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 364)",981
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 366)",982
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 365)",983
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 366)",984
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 366)",985
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 366)",986
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 374)",987
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 376)",988
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 376)",989
"GP010016_fast.mp4_uca_cc01(291, 205)","(384, 379)",990
"GP010016_fast.mp4_uca_cc01(291, 205)","(376, 378)",991
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 374)",992
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 383)",993
"GP010016_fast.mp4_uca_cc01(291, 205)","(389, 385)",994
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 385)",995
"GP010016_fast.mp4_uca_cc01(291, 205)","(384, 386)",996
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 385)",997
"GP010016_fast.mp4_uca_cc01(291, 205)","(383, 385)",998
"GP010016_fast.mp4_uca_cc01(291, 205)","(384, 385)",999
"GP010016_fast.mp4_uca_cc01(291, 205)","(386, 385)",1000
"GP010016_fast.mp4_uca_cc01(291, 205)","(390, 388)",1001
"GP010016_fast.mp4_uca_cc01(291, 205)","(382, 385)",1002
"GP010016_fast.mp4_uca_cc01(291, 205)","(384, 386)",1003
"GP010016_fast.mp4_uca_cc01(291, 205)","(383, 383)",1004
"GP010016_fast.mp4_uca_cc01(291, 205)","(386, 385)",1005
"GP010016_fast.mp4_uca_cc01(291, 205)","(385, 385)",1006
"GP010016_fast.mp4_uca_cc01(291, 205)","(383, 382)",1007
"GP010016_fast.mp4_uca_cc01(291, 205)","(385, 388)",1008
"GP010016_fast.mp4_uca_cc01(291, 205)","(387, 391)",1009
"GP010016_fast.mp4_uca_cc01(291, 205)","(389, 392)",1010
"GP010016_fast.mp4_uca_cc01(291, 205)","(389, 392)",1011
"GP010016_fast.mp4_uca_cc01(291, 205)","(387, 391)",1012
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 389)",1013
"GP010016_fast.mp4_uca_cc01(291, 205)","(385, 393)",1014
"GP010016_fast.mp4_uca_cc01(291, 205)","(383, 391)",1015
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 384)",1016
"GP010016_fast.mp4_uca_cc01(291, 205)","(375, 385)",1017
"GP010016_fast.mp4_uca_cc01(291, 205)","(393, 392)",1018
"GP010016_fast.mp4_uca_cc01(291, 205)","(388, 391)",1019
"GP010016_fast.mp4_uca_cc01(291, 205)","(386, 391)",1020
"GP010016_fast.mp4_uca_cc01(291, 205)","(387, 394)",1021
"GP010016_fast.mp4_uca_cc01(291, 205)","(384, 394)",1022
"GP010016_fast.mp4_uca_cc01(291, 205)","(388, 392)",1023
"GP010016_fast.mp4_uca_cc01(291, 205)","(383, 394)",1024
"GP010016_fast.mp4_uca_cc01(291, 205)","(385, 399)",1025
"GP010016_fast.mp4_uca_cc01(291, 205)","(386, 397)",1026
"GP010016_fast.mp4_uca_cc01(291, 205)","(388, 401)",1027
"GP010016_fast.mp4_uca_cc01(291, 205)","(369, 394)",1028
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 403)",1029
"GP010016_fast.mp4_uca_cc01(291, 205)","(386, 399)",1030
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 401)",1031
"GP010016_fast.mp4_uca_cc01(291, 205)","(385, 403)",1032
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 402)",1033
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 402)",1034
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 409)",1035
"GP010016_fast.mp4_uca_cc01(291, 205)","(388, 403)",1036
"GP010016_fast.mp4_uca_cc01(291, 205)","(375, 409)",1037
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 419)",1038
"GP010016_fast.mp4_uca_cc01(291, 205)","(385, 414)",1039
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 410)",1040
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 420)",1041
"GP010016_fast.mp4_uca_cc01(291, 205)","(376, 418)",1042
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 419)",1043
"GP010016_fast.mp4_uca_cc01(291, 205)","(382, 415)",1044
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 414)",1045
"GP010016_fast.mp4_uca_cc01(291, 205)","(383, 417)",1046
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 421)",1047
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 420)",1048
"GP010016_fast.mp4_uca_cc01(291, 205)","(382, 415)",1049
"GP010016_fast.mp4_uca_cc01(291, 205)","(381, 421)",1050
"GP010016_fast.mp4_uca_cc01(291, 205)","(382, 425)",1051
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 420)",1052
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 417)",1053
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 421)",1054
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 421)",1055
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 420)",1056
"GP010016_fast.mp4_uca_cc01(291, 205)","(385, 416)",1057
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 420)",1058
"GP010016_fast.mp4_uca_cc01(291, 205)","(381, 422)",1059
"GP010016_fast.mp4_uca_cc01(291, 205)","(381, 422)",1060
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 420)",1061
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 418)",1062
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 420)",1063
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 420)",1064
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 422)",1065
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 420)",1066
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 421)",1067
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 422)",1068
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 420)",1069
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 422)",1070
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 422)",1071
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 421)",1072
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 420)",1073
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 422)",1074
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 421)",1075
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 421)",1076
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 421)",1077
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 422)",1078
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 423)",1079
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 424)",1080
"GP010016_fast.mp4_uca_cc01(291, 205)","(375, 425)",1081
"GP010016_fast.mp4_uca_cc01(291, 205)","(373, 426)",1082
"GP010016_fast.mp4_uca_cc01(291, 205)","(375, 430)",1083
"GP010016_fast.mp4_uca_cc01(291, 205)","(371, 428)",1084
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 433)",1085
"GP010016_fast.mp4_uca_cc01(291, 205)","(373, 433)",1086
"GP010016_fast.mp4_uca_cc01(291, 205)","(373, 430)",1087
"GP010016_fast.mp4_uca_cc01(291, 205)","(373, 436)",1088
"GP010016_fast.mp4_uca_cc01(291, 205)","(375, 438)",1089
"GP010016_fast.mp4_uca_cc01(291, 205)","(374, 440)",1090
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 446)",1091
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 449)",1092
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 450)",1093
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 449)",1094
"GP010016_fast.mp4_uca_cc01(291, 205)","(377, 450)",1095
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 449)",1096
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 450)",1097
"GP010016_fast.mp4_uca_cc01(291, 205)","(375, 450)",1098
"GP010016_fast.mp4_uca_cc01(291, 205)","(373, 450)",1099
"GP010016_fast.mp4_uca_cc01(291, 205)","(378, 435)",1100
"GP010016_fast.mp4_uca_cc01(291, 205)","(388, 450)",1101
"GP010016_fast.mp4_uca_cc01(291, 205)","(381, 450)",1102
"GP010016_fast.mp4_uca_cc01(291, 205)","(380, 449)",1103
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 450)",1104
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 450)",1105
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 450)",1106
"GP010016_fast.mp4_uca_cc01(291, 205)","(379, 450)",1107
