file_name,processed_at_date,processed_at_time,length_video,fps_video,target_frame_used,vertice_1,vertice_2,vertice_3,vertice_4,projected_q_side,q_factor_distance,tracker_method
GP010016_fast.mp4,18112018,2356,1928.0,23.976023976023978,1,"(628, 105)","(946, 302)","(264, 393)","(559, 698)",464,0.10775862068965517,<TrackerMIL 0x110f5ff30>
"
"
Crab_ID,Crab_Position,Crab_frame
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 360)",1128
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 362)",1129
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 359)",1130
"GP010016_fast.mp4_uca_ccl01(232, 391)","(243, 358)",1131
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 364)",1132
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 363)",1133
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 360)",1134
"GP010016_fast.mp4_uca_ccl01(232, 391)","(246, 363)",1135
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 363)",1136
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 360)",1137
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 357)",1138
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 361)",1139
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 361)",1140
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 362)",1141
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 361)",1142
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 361)",1143
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 361)",1144
"GP010016_fast.mp4_uca_ccl01(232, 391)","(226, 360)",1145
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 362)",1146
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 362)",1147
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 358)",1148
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 358)",1149
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 360)",1150
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 360)",1151
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 361)",1152
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 358)",1153
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 362)",1154
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 363)",1155
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 362)",1156
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 360)",1157
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 363)",1158
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 361)",1159
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 361)",1160
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 361)",1161
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 361)",1162
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 361)",1163
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 361)",1164
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 361)",1165
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 359)",1166
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 361)",1167
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 361)",1168
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 360)",1169
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 361)",1170
"GP010016_fast.mp4_uca_ccl01(232, 391)","(227, 361)",1171
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 361)",1172
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 362)",1173
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 362)",1174
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 359)",1175
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 359)",1176
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 359)",1177
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 365)",1178
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 363)",1179
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 361)",1180
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 364)",1181
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 365)",1182
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 362)",1183
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 359)",1184
"GP010016_fast.mp4_uca_ccl01(232, 391)","(229, 359)",1185
"GP010016_fast.mp4_uca_ccl01(232, 391)","(233, 361)",1186
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 361)",1187
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 363)",1188
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 361)",1189
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 362)",1190
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 361)",1191
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 361)",1192
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 362)",1193
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 362)",1194
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 360)",1195
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 364)",1196
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 365)",1197
"GP010016_fast.mp4_uca_ccl01(232, 391)","(230, 359)",1198
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 365)",1199
"GP010016_fast.mp4_uca_ccl01(232, 391)","(234, 365)",1200
"GP010016_fast.mp4_uca_ccl01(232, 391)","(228, 365)",1201
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 363)",1202
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 363)",1203
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 363)",1204
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 363)",1205
"GP010016_fast.mp4_uca_ccl01(232, 391)","(236, 359)",1206
"GP010016_fast.mp4_uca_ccl01(232, 391)","(232, 363)",1207
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 362)",1208
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 362)",1209
"GP010016_fast.mp4_uca_ccl01(232, 391)","(231, 362)",1210
"GP010016_fast.mp4_uca_ccl01(232, 391)","(236, 360)",1211
"GP010016_fast.mp4_uca_ccl01(232, 391)","(237, 361)",1212
"GP010016_fast.mp4_uca_ccl01(232, 391)","(236, 360)",1213
"GP010016_fast.mp4_uca_ccl01(232, 391)","(237, 362)",1214
"GP010016_fast.mp4_uca_ccl01(232, 391)","(249, 366)",1215
"GP010016_fast.mp4_uca_ccl01(232, 391)","(246, 363)",1216
"GP010016_fast.mp4_uca_ccl01(232, 391)","(254, 364)",1217
"GP010016_fast.mp4_uca_ccl01(232, 391)","(240, 361)",1218
"GP010016_fast.mp4_uca_ccl01(232, 391)","(240, 361)",1219
"GP010016_fast.mp4_uca_ccl01(232, 391)","(238, 362)",1220
"GP010016_fast.mp4_uca_ccl01(232, 391)","(237, 361)",1221
"GP010016_fast.mp4_uca_ccl01(232, 391)","(250, 371)",1222
"GP010016_fast.mp4_uca_ccl01(232, 391)","(243, 370)",1223
"GP010016_fast.mp4_uca_ccl01(232, 391)","(258, 370)",1224
"GP010016_fast.mp4_uca_ccl01(232, 391)","(239, 373)",1225
"GP010016_fast.mp4_uca_ccl01(232, 391)","(253, 379)",1226
"GP010016_fast.mp4_uca_ccl01(232, 391)","(243, 368)",1227
"GP010016_fast.mp4_uca_ccl01(232, 391)","(243, 368)",1228
"GP010016_fast.mp4_uca_ccl01(232, 391)","(241, 367)",1229
"GP010016_fast.mp4_uca_ccl01(232, 391)","(241, 372)",1230
"GP010016_fast.mp4_uca_ccl01(232, 391)","(240, 370)",1231
"GP010016_fast.mp4_uca_ccl01(232, 391)","(242, 372)",1232
"GP010016_fast.mp4_uca_ccl01(232, 391)","(243, 384)",1233
"GP010016_fast.mp4_uca_ccl01(232, 391)","(244, 376)",1234
"GP010016_fast.mp4_uca_ccl01(232, 391)","(243, 376)",1235
"GP010016_fast.mp4_uca_ccl01(232, 391)","(249, 379)",1236
"GP010016_fast.mp4_uca_ccl01(232, 391)","(248, 379)",1237
"GP010016_fast.mp4_uca_ccl01(232, 391)","(245, 378)",1238
"GP010016_fast.mp4_uca_ccl01(232, 391)","(250, 385)",1239
"GP010016_fast.mp4_uca_ccl01(232, 391)","(252, 381)",1240
"GP010016_fast.mp4_uca_ccl01(232, 391)","(255, 384)",1241
"GP010016_fast.mp4_uca_ccl01(232, 391)","(256, 387)",1242
"GP010016_fast.mp4_uca_ccl01(232, 391)","(251, 394)",1243
"GP010016_fast.mp4_uca_ccl01(232, 391)","(257, 388)",1244
"GP010016_fast.mp4_uca_ccl01(232, 391)","(253, 384)",1245
"GP010016_fast.mp4_uca_ccl01(232, 391)","(255, 388)",1246
"GP010016_fast.mp4_uca_ccl01(232, 391)","(253, 386)",1247
"GP010016_fast.mp4_uca_ccl01(232, 391)","(255, 388)",1248
"GP010016_fast.mp4_uca_ccl01(232, 391)","(252, 387)",1249
"GP010016_fast.mp4_uca_ccl01(232, 391)","(256, 389)",1250
"GP010016_fast.mp4_uca_ccl01(232, 391)","(255, 388)",1251
"GP010016_fast.mp4_uca_ccl01(232, 391)","(258, 385)",1252
"GP010016_fast.mp4_uca_ccl01(232, 391)","(252, 385)",1253
"GP010016_fast.mp4_uca_ccl01(232, 391)","(252, 385)",1254
"GP010016_fast.mp4_uca_ccl01(232, 391)","(262, 386)",1255
"GP010016_fast.mp4_uca_ccl01(232, 391)","(263, 385)",1256
"GP010016_fast.mp4_uca_ccl01(232, 391)","(253, 390)",1257
"GP010016_fast.mp4_uca_ccl01(232, 391)","(256, 384)",1258
"GP010016_fast.mp4_uca_ccl01(232, 391)","(253, 390)",1259
"GP010016_fast.mp4_uca_ccl01(232, 391)","(252, 388)",1260
"GP010016_fast.mp4_uca_ccl01(232, 391)","(253, 383)",1261
"GP010016_fast.mp4_uca_ccl01(232, 391)","(254, 384)",1262
"GP010016_fast.mp4_uca_ccl01(232, 391)","(257, 382)",1263
"GP010016_fast.mp4_uca_ccl01(232, 391)","(253, 380)",1264
"GP010016_fast.mp4_uca_ccl01(232, 391)","(256, 369)",1265
"GP010016_fast.mp4_uca_ccl01(232, 391)","(257, 378)",1266
"GP010016_fast.mp4_uca_ccl01(232, 391)","(256, 377)",1267
"GP010016_fast.mp4_uca_ccl01(232, 391)","(258, 370)",1268
"GP010016_fast.mp4_uca_ccl01(232, 391)","(256, 369)",1269
"GP010016_fast.mp4_uca_ccl01(232, 391)","(259, 369)",1270
"GP010016_fast.mp4_uca_ccl01(232, 391)","(258, 383)",1271
"GP010016_fast.mp4_uca_ccl01(232, 391)","(263, 376)",1272
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 376)",1273
"GP010016_fast.mp4_uca_ccl01(232, 391)","(263, 376)",1274
"GP010016_fast.mp4_uca_ccl01(232, 391)","(263, 376)",1275
"GP010016_fast.mp4_uca_ccl01(232, 391)","(259, 371)",1276
"GP010016_fast.mp4_uca_ccl01(232, 391)","(259, 371)",1277
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 371)",1278
"GP010016_fast.mp4_uca_ccl01(232, 391)","(258, 371)",1279
"GP010016_fast.mp4_uca_ccl01(232, 391)","(259, 369)",1280
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 370)",1281
"GP010016_fast.mp4_uca_ccl01(232, 391)","(257, 369)",1282
"GP010016_fast.mp4_uca_ccl01(232, 391)","(262, 368)",1283
"GP010016_fast.mp4_uca_ccl01(232, 391)","(258, 369)",1284
"GP010016_fast.mp4_uca_ccl01(232, 391)","(261, 366)",1285
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 367)",1286
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 369)",1287
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 366)",1288
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 366)",1289
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 367)",1290
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 367)",1291
"GP010016_fast.mp4_uca_ccl01(232, 391)","(261, 367)",1292
"GP010016_fast.mp4_uca_ccl01(232, 391)","(261, 366)",1293
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 366)",1294
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 367)",1295
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 367)",1296
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 367)",1297
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 366)",1298
"GP010016_fast.mp4_uca_ccl01(232, 391)","(258, 368)",1299
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 367)",1300
"GP010016_fast.mp4_uca_ccl01(232, 391)","(259, 367)",1301
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 367)",1302
"GP010016_fast.mp4_uca_ccl01(232, 391)","(258, 367)",1303
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 367)",1304
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 367)",1305
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 367)",1306
"GP010016_fast.mp4_uca_ccl01(232, 391)","(259, 366)",1307
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 367)",1308
"GP010016_fast.mp4_uca_ccl01(232, 391)","(259, 366)",1309
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 366)",1310
"GP010016_fast.mp4_uca_ccl01(232, 391)","(262, 366)",1311
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 367)",1312
"GP010016_fast.mp4_uca_ccl01(232, 391)","(263, 365)",1313
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 364)",1314
"GP010016_fast.mp4_uca_ccl01(232, 391)","(260, 366)",1315
"GP010016_fast.mp4_uca_ccl01(232, 391)","(263, 363)",1316
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 360)",1317
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 360)",1318
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 367)",1319
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 359)",1320
"GP010016_fast.mp4_uca_ccl01(232, 391)","(274, 373)",1321
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 362)",1322
"GP010016_fast.mp4_uca_ccl01(232, 391)","(274, 362)",1323
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 361)",1324
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 362)",1325
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 362)",1326
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 362)",1327
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 363)",1328
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 363)",1329
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 363)",1330
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 362)",1331
"GP010016_fast.mp4_uca_ccl01(232, 391)","(263, 363)",1332
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 362)",1333
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 362)",1334
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 362)",1335
"GP010016_fast.mp4_uca_ccl01(232, 391)","(274, 362)",1336
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 361)",1337
"GP010016_fast.mp4_uca_ccl01(232, 391)","(275, 362)",1338
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 362)",1339
"GP010016_fast.mp4_uca_ccl01(232, 391)","(276, 366)",1340
"GP010016_fast.mp4_uca_ccl01(232, 391)","(275, 363)",1341
"GP010016_fast.mp4_uca_ccl01(232, 391)","(274, 362)",1342
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 360)",1343
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 362)",1344
"GP010016_fast.mp4_uca_ccl01(232, 391)","(275, 363)",1345
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 361)",1346
"GP010016_fast.mp4_uca_ccl01(232, 391)","(274, 362)",1347
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 360)",1348
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 362)",1349
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 362)",1350
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 362)",1351
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 362)",1352
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 362)",1353
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 362)",1354
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 362)",1355
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 362)",1356
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 363)",1357
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 362)",1358
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 362)",1359
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 363)",1360
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 362)",1361
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 368)",1362
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 362)",1363
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 362)",1364
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 362)",1365
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 362)",1366
"GP010016_fast.mp4_uca_ccl01(232, 391)","(275, 362)",1367
"GP010016_fast.mp4_uca_ccl01(232, 391)","(276, 362)",1368
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 360)",1369
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 360)",1370
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 359)",1371
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 361)",1372
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 360)",1373
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 361)",1374
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 358)",1375
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 356)",1376
"GP010016_fast.mp4_uca_ccl01(232, 391)","(273, 363)",1377
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 362)",1378
"GP010016_fast.mp4_uca_ccl01(232, 391)","(273, 359)",1379
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 358)",1380
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 357)",1381
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 362)",1382
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 358)",1383
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 362)",1384
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 360)",1385
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 361)",1386
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 358)",1387
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 357)",1388
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 358)",1389
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 357)",1390
"GP010016_fast.mp4_uca_ccl01(232, 391)","(273, 361)",1391
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 351)",1392
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 355)",1393
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 349)",1394
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 343)",1395
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 354)",1396
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 349)",1397
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 347)",1398
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 349)",1399
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 351)",1400
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 349)",1401
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 348)",1402
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 341)",1403
"GP010016_fast.mp4_uca_ccl01(232, 391)","(263, 342)",1404
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 345)",1405
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 349)",1406
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 344)",1407
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 343)",1408
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 341)",1409
"GP010016_fast.mp4_uca_ccl01(232, 391)","(261, 339)",1410
"GP010016_fast.mp4_uca_ccl01(232, 391)","(264, 335)",1411
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 336)",1412
"GP010016_fast.mp4_uca_ccl01(232, 391)","(277, 342)",1413
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 341)",1414
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 340)",1415
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 335)",1416
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 343)",1417
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1418
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 342)",1419
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 334)",1420
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 339)",1421
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 342)",1422
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 339)",1423
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 334)",1424
"GP010016_fast.mp4_uca_ccl01(232, 391)","(274, 339)",1425
"GP010016_fast.mp4_uca_ccl01(232, 391)","(276, 339)",1426
"GP010016_fast.mp4_uca_ccl01(232, 391)","(271, 334)",1427
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 334)",1428
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 343)",1429
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1430
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 344)",1431
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 342)",1432
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 343)",1433
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 343)",1434
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1435
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 339)",1436
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 341)",1437
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1438
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1439
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 344)",1440
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 344)",1441
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 344)",1442
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1443
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 342)",1444
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1445
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 342)",1446
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 343)",1447
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 333)",1448
"GP010016_fast.mp4_uca_ccl01(232, 391)","(276, 339)",1449
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1450
"GP010016_fast.mp4_uca_ccl01(232, 391)","(274, 342)",1451
"GP010016_fast.mp4_uca_ccl01(232, 391)","(272, 340)",1452
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1453
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1454
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 341)",1455
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 344)",1456
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 341)",1457
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1458
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1459
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 334)",1460
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 336)",1461
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 341)",1462
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 341)",1463
"GP010016_fast.mp4_uca_ccl01(232, 391)","(265, 341)",1464
"GP010016_fast.mp4_uca_ccl01(232, 391)","(263, 337)",1465
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 344)",1466
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 341)",1467
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 339)",1468
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1469
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1470
"GP010016_fast.mp4_uca_ccl01(232, 391)","(277, 332)",1471
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1472
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 343)",1473
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1474
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1475
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 342)",1476
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1477
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 342)",1478
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 342)",1479
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 341)",1480
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 343)",1481
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 341)",1482
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 341)",1483
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 343)",1484
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 342)",1485
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 342)",1486
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 342)",1487
"GP010016_fast.mp4_uca_ccl01(232, 391)","(270, 342)",1488
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 343)",1489
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 343)",1490
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 343)",1491
"GP010016_fast.mp4_uca_ccl01(232, 391)","(268, 341)",1492
"GP010016_fast.mp4_uca_ccl01(232, 391)","(267, 342)",1493
"GP010016_fast.mp4_uca_ccl01(232, 391)","(266, 342)",1494
"GP010016_fast.mp4_uca_ccl01(232, 391)","(278, 336)",1495
"GP010016_fast.mp4_uca_ccl01(232, 391)","(269, 342)",1496
"GP010016_fast.mp4_uca_ccl01(232, 391)","(279, 333)",1497
"GP010016_fast.mp4_uca_ccl01(232, 391)","(277, 334)",1498
"GP010016_fast.mp4_uca_ccl01(232, 391)","(275, 337)",1499
"GP010016_fast.mp4_uca_ccl01(232, 391)","(276, 334)",1500
